RNNumber,Year,Qtr,RNDate,RNTime,RNTimezone,Address,Count,Model,USOrder,FSD,TeslaOwner,OriginalDate
112744429,2019,4,11/21/2019,22:30,CST,"Beaver Dam, WI",1,DualMotor,True,False,False,
112744435,2019,4,11/21/2019,21:00,PST,"Los Angeles, CA",1,TriMotor,True,False,False,
112744439,2019,4,11/21/2019,01:25,EST,TN,1,TriMotor,True,False,False,
112744440,2019,4,11/21/2019,00:00,,"Saint Robert, MO",1,DualMotor,True,False,False,
112744443,2019,4,11/21/2019,22:04,CST,"Madison, MS",1,DualMotor,True,False,False,
112744457,2019,4,11/21/2019,23:04,EST,"Toronto, ON, Canada",1,TriMotor,True,False,False,
112744458,2019,4,11/21/2019,22:04,CST,"Waco, TX",1,TriMotor,True,False,False,
112744466,2019,4,11/21/2019,20:04,PST,"Stockton, CA",1,TriMotor,True,False,False,
112744468,2019,4,11/22/2019,01:00,EST,ME,1,TriMotor,True,False,False,
112744470,2019,4,11/22/2019,22:45,CST,IL,1,TriMotor,True,False,False,
112744471,2019,4,11/21/2019,21:04,MST,"Phoenix, AZ",1,DualMotor,True,False,False,
112744478,2019,4,11/21/2019,00:00,EST,"Raleigh, NC",1,TriMotor,True,False,False,
112744479,2019,4,11/21/2019,23:30,EST,"Atlanta, GA",1,TriMotor,True,False,False,
112744480,2019,4,11/21/2019,20:00,CST,"Chesterfield, MO",1,DualMotor,True,False,False,
112744482,2019,4,11/21/2019,20:04,PST,"Tucson, AZ",1,TriMotor,True,False,False,
112744489,2019,4,11/21/2019,20:04,PST,"Tuscaloosa, AL",1,TriMotor,True,False,False,
112744493,2019,4,11/21/2019,20:04,PST,"San Francisco, CA",1,TriMotor,True,False,False,
112744502,2019,4,11/21/2019,22:04,CST,"Austin, TX",1,DualMotor,True,False,False,
112744511,2019,4,11/22/2019,21:00,MST,"Salt Lake City, UT",1,TriMotor,True,False,False,
112744513,2019,4,11/22/2019,03:23,EST,"Tampa, FL",1,TriMotor,True,False,False,
112744516,2019,4,11/21/2019,21:00,MST,"Longmont, CO",1,TriMotor,True,False,False,
112744517,2019,4,11/21/2019,17:20,HST,"Honolulu, HI",1,SingleMotor,True,False,False,
112744526,2019,4,11/21/2019,20:04,PST,"Los Angeles, CA",1,DualMotor,True,False,False,
112744542,2019,4,11/21/2019,22:00,PST,"Orange County, CA",1,TriMotor,True,False,False,
112744553,2019,4,11/21/2019,22:30,EST,"Arlington, VA",1,TriMotor,True,False,False,
112744557,2019,4,11/21/2019,22:00,MST," Springs, CO",1,TriMotor,True,False,False,
112744559,2019,4,11/21/2019,23:50,MST,"Provo, UT",1,SingleMotor,True,False,False,
112744566,2019,4,11/21/2019,00:00,,"Seattle, WA",1,DualMotor,True,False,False,
112744568,2019,4,11/21/2019,23:05,EST,"Monterey, CA",1,DualMotor,True,False,False,
112744576,2019,4,11/21/2019,00:00,,"Vancouver, WA",1,DualMotor,True,False,False,
112744584,2019,4,11/21/2019,23:05,EST,"Stanley, VA",1,TriMotor,True,False,False,
112744589,2019,4,11/21/2019,22:30,EST,"Houston, TX",1,TriMotor,True,False,False,
112744595,2019,4,11/21/2019,21:05,MST,CO,1,DualMotor,True,False,False,
112744598,2019,4,11/21/2019,23:05,EST,"Fort Lauderdale, FL",1,DualMotor,True,False,False,
112744599,2019,4,11/21/2019,22:05,CST,TX,1,DualMotor,True,False,False,
112744602,2019,4,11/21/2019,21:00,PST,"Miami, FL",1,DualMotor,True,False,False,
112744605,2019,4,11/21/2019,23:37,EST,"Spring Lake, MI",1,DualMotor,True,False,False,
112744610,2019,4,11/21/2019,22:05,CST,AL,1,DualMotor,True,False,False,
112744612,2019,4,11/21/2019,20:05,PST,"Clovis, CA",1,DualMotor,True,False,False,
112744615,2019,4,11/22/2019,02:09,EST,"Fort Lauderdale, FL",2,TriMotor,True,False,False,
112744623,2019,4,11/22/2019,22:34,CST,"Mary Esther, FL",1,DualMotor,True,False,False,
112744626,2019,4,11/22/2019,00:04,PST,"Spokane, WA",1,TriMotor,True,False,False,
112744631,2019,4,11/22/2019,00:29,EST,"Lexington, KY",1,DualMotor,True,False,False,
112744634,2019,4,11/22/2019,01:33,EST,"Greenville, SC",1,TriMotor,True,False,False,
112744649,2019,4,11/21/2019,22:01,CST,"Panama City beach fl, FL",1,DualMotor,True,False,False,
112744649,2019,4,11/21/2019,22:05,CST,"Panama City Beach, FL",1,DualMotor,True,False,False,
112744654,2019,4,11/21/2019,08:00,PST,"Denver, CO",1,TriMotor,True,False,False,
112744654,2019,4,11/22/2019,21:00,PST,"Boulder, CO",1,TriMotor,True,False,False,
112744661,2019,4,11/22/2019,02:43,EST,"Orlando, FL",1,TriMotor,True,False,False,
112744670,2019,4,11/21/2019,20:05,PST,"Los Angeles, CA",1,DualMotor,True,False,False,
112744685,2019,4,11/21/2019,20:34,PST,"Loma Linda, CA",1,TriMotor,True,False,False,
112744688,2019,4,11/21/2019,22:02,CST,"Macomb, IL",1,TriMotor,True,False,False,
112744690,2019,4,11/21/2019,20:07,PST,"San Clemente, CA",1,TriMotor,True,False,False,
112744698,2019,4,11/21/2019,21:07,MST," Springs, CO",1,DualMotor,True,False,False,
112744703,2019,4,11/21/2019,00:00,,"Las Vegas, NV",1,TriMotor,True,False,False,
112744715,2019,4,11/21/2019,20:07,PST,"Murrieta, CA",1,DualMotor,True,False,False,
112744724,2019,4,11/21/2019,23:20,CST,"Houston, TX",1,TriMotor,True,False,False,
112744726,2019,4,11/21/2019,23:45,EST,Atlanta,1,TriMotor,True,False,False,
112744749,2019,4,11/21/2019,20:07,PST,"Walnut Creek, CA",1,TriMotor,True,False,False,
112744750,2019,4,11/21/2019,20:30,EST,"Nesconset, New York",1,Quad,True,False,False,
112744753,2019,4,11/21/2019,20:00,PDT,ND,1,TriMotor,True,False,False,
112744756,2019,4,11/21/2019,23:13,PST,"Downey, CA",1,TriMotor,True,False,False,
112744758,2019,4,11/21/2019,23:33,EST,"Tampa, FL",1,DualMotor,True,False,False,
112744768,2019,4,11/21/2019,20:07,PST,"West Palm Beach, FL",1,DualMotor,True,False,False,
112744769,2019,4,11/21/2019,22:00,MST,"Billings, MT",1,TriMotor,True,False,False,
112744770,2019,4,11/21/2019,00:56,MST,"Draper, UT",1,DualMotor,True,False,False,
112744772,2019,4,11/21/2019,22:33,CST,"Houston, TX",1,TriMotor,True,False,False,
112744774,2019,4,11/21/2019,03:00,EST,"Atlanta, GA",1,DualMotor,True,False,False,
112744778,2019,4,11/21/2019,20:10,PST,"Fairfield County, CT",1,TriMotor,True,False,False,
112744778,2019,4,11/21/2019,23:07,EST,"Fairfield, CT",1,TriMotor,True,False,False,
112744783,2019,4,11/21/2019,22:15,CST,"Cullman, AL",1,TriMotor,True,False,False,
112744792,2019,4,11/21/2019,20:00,MST,TX,1,DualMotor,True,False,False,
112744792,2019,4,11/21/2019,21:07,MST,"Durango, CO",1,DualMotor,True,False,False,
112744800,2019,4,11/21/2019,22:34,CST,TX,1,TriMotor,True,False,False,
112744808,2019,4,11/21/2019,22:07,CST,"Nashville, TN",1,DualMotor,True,False,False,
112744815,2019,4,11/21/2019,20:01,EST,"Waco Tx, TX",1,TriMotor,True,False,False,
112744816,2019,4,11/21/2019,20:08,PST,"San Diego, CA",1,DualMotor,True,False,False,
112744819,2019,4,11/21/2019,23:16,PST,"Los Angeles, CA",1,TriMotor,True,False,False,
112744822,2019,4,11/21/2019,21:00,PDT,"Phoenix, AZ",1,TriMotor,True,False,False,
112744824,2019,4,11/21/2019,20:08,PST,"Livermore, CA",1,DualMotor,True,False,False,
112744826,2019,4,11/21/2019,20:08,PST,"San Diego, CA",1,TriMotor,True,False,False,
112744830,2019,4,11/21/2019,23:08,EST,"Baltimore, MD",1,DualMotor,True,False,False,
112744833,2019,4,11/21/2019,23:07,EST,PA,1,TriMotor,True,False,False,
112744840,2019,4,11/21/2019,23:00,EST,"Cazenovia, NY",1,TriMotor,True,False,False,
112744850,2019,4,11/21/2019,23:34,EST," City, KS",1,TriMotor,True,False,False,
112744856,2019,4,11/21/2019,02:17,EST,"Kinnelon, NJ",1,TriMotor,True,False,False,
112744856,2019,4,11/21/2019,23:10,EST,"Kinnelon, NJ",1,TriMotor,True,False,False,
112744857,2019,4,11/21/2019,23:08,EST,"Grand Rapids, MI",1,DualMotor,True,False,False,
112744859,2019,4,11/21/2019,23:08,EST,"Winter Garden, FL",1,TriMotor,True,False,False,
112744902,2019,4,11/21/2019,22:35,CST,"Olathe, KS",1,TriMotor,True,False,False,
112744910,2019,4,11/21/2019,21:35,MST,"Lehi, UT",1,TriMotor,True,False,False,
112744916,2019,4,11/21/2019,01:10,EST,"Boca Raton, FL",1,TriMotor,True,False,False,
112744916,2019,4,11/21/2019,23:39,EST,FL,1,TriMotor,True,False,False,
112744922,2019,4,11/21/2019,21:00,PST,CA,1,TriMotor,True,False,False,
112744929,2019,4,11/21/2019,21:00,MST,CO,1,TriMotor,True,False,False,
112744931,2019,4,11/21/2019,08:30,PST,"Tracy, CA",1,Quad,True,False,False,
112744940,2019,4,11/21/2019,20:08,PST,"Ventura, CA",1,DualMotor,True,False,False,
112744948,2019,4,11/21/2019,20:10,PST,"San Diego, CA",1,TriMotor,True,False,False,
112744949,2019,4,11/21/2019,20:08,PST,"San Diego, CA",1,TriMotor,True,False,False,
112744957,2019,4,11/21/2019,20:08,PST,"Detroit, MI",1,DualMotor,True,False,False,
112744959,2019,4,11/21/2019,20:15,PST,"Los Gatos, CA",1,TriMotor,True,False,False,
112744967,2019,4,11/21/2019,23:05,PST,CA,1,TriMotor,True,False,False,
112744970,2019,4,11/21/2019,01:05,CST,"Saint Louis, MO",1,DualMotor,True,False,False,
112744979,2019,4,11/21/2019,21:21,PST,WA,1,TriMotor,True,False,False,
112744979,2019,4,11/21/2019,23:04,PST,"Seattle, WA",1,TriMotor,True,False,False,
112744980,2019,4,11/21/2019,21:00,PST,"Seattle, WA",1,TriMotor,True,False,False,
112744981,2019,4,11/21/2019,20:10,PST,"San Diego, CA",1,TriMotor,True,False,False,
112744999,2019,4,11/21/2019,02:14,EST,"Boston, MA",1,TriMotor,True,False,False,
112745000,2019,4,11/21/2019,23:10,EST,"Panama City Beach, FL",1,Cybertruck,True,False,False,
112745007,2019,4,11/21/2019,23:01,EST,"Sarasota, FL",1,TriMotor,True,False,False,
112745007,2019,4,11/21/2019,23:10,EST,"Sarasota, FL",1,TriMotor,True,False,False,
112745019,2019,4,11/21/2019,11:59,EST,"Toronto, ON, Canada",1,DualMotor,True,False,False,
112745024,2019,4,11/21/2019,20:05,PST,NY,1,TriMotor,True,False,False,
112745026,2019,4,11/21/2019,23:45,PST,"Los Angeles, CA",1,DualMotor,True,False,False,
112745028,2019,4,11/21/2019,23:10,EST,"Claremont, NH",1,DualMotor,True,False,False,
112745035,2019,4,11/21/2019,01:05,MST,"Denver, CO",1,DualMotor,True,False,False,
112745035,2019,4,11/21/2019,21:10,MST,"Denver, CO",1,DualMotor,True,False,False,
112745036,2019,4,11/21/2019,23:00,CST,"Nashville, TN",1,TriMotor,True,False,False,
112745037,2019,4,11/21/2019,20:10,PST,"San Francisco, CA",1,TriMotor,True,False,False,
112745043,2019,4,11/21/2019,20:15,PST,AK,1,TriMotor,True,False,False,
112745043,2019,4,11/21/2019,20:30,PST,"Maple Valley, WA",1,TriMotor,True,False,False,
112745048,2019,4,11/21/2019,22:30,PST,"Langley, BC, Canada",1,TriMotor,True,False,False,
112745050,2019,4,11/21/2019,01:00,PST,"Los Angeles, CA",1,TriMotor,True,False,False,
112745060,2019,4,11/21/2019,23:10,EST,"Baltimore, MD",1,TriMotor,True,False,False,
112745066,2019,4,11/21/2019,22:05,CST,LA,1,TriMotor,True,False,False,
112745075,2019,4,11/21/2019,20:11,PST,"Temecula, CA",1,TriMotor,True,False,False,
112745083,2019,4,11/21/2019,23:11,EST,"Oakville, ON, Canada",1,DualMotor,True,False,False,
112745087,2019,4,11/22/2019,02:15,CST,"Saint Paul, MN",1,DualMotor,True,False,False,
112745088,2019,4,11/22/2019,01:00,EST,GA,1,TriMotor,True,False,False,
112745094,2019,4,11/21/2019,22:20,CST,"Lafayette, LA",1,TriMotor,True,False,False,
112745105,2019,4,11/21/2019,20:50,PST,"Sacramento, CA",1,TriMotor,True,False,False,
112745108,2019,4,11/21/2019,22:11,CST,"Houston, TX",1,DualMotor,True,False,False,
112745123,2019,4,11/21/2019,09:45,PST,"Las Vegas, NV",1,DualMotor,True,False,False,
112745127,2019,4,11/21/2019,23:11,EST,"Johns Creek, GA",1,DualMotor,True,False,False,
112745129,2019,4,11/21/2019,00:30,EST,"Boston, MA",1,SingleMotor,True,False,False,
112745129,2019,4,11/21/2019,23:11,EST,"Paramus, NJ",1,SingleMotor,True,False,False,
112745140,2019,4,11/21/2019,23:11,EST,"Sea Bright, NJ",1,TriMotor,True,False,False,
112745152,2019,4,11/21/2019,20:11,PST,"Los Angeles, CA",1,DualMotor,True,False,False,
112745156,2019,4,11/21/2019,21:00,MST,"Denver, CO",1,DualMotor,True,False,False,
112745156,2019,4,11/21/2019,22:00,EST,"Denver, CO",1,DualMotor,True,False,False,
112745160,2019,4,11/21/2019,23:11,EST,"Toronto, ON, Canada",1,DualMotor,True,False,False,
112745162,2019,4,11/21/2019,22:11,CST,TX,1,TriMotor,True,False,False,
